industry,function,usecase,paragraph_ID
developed and developing regions,"economic impact for each lever , we estimated the value pool at stake for developed and developing regions",to size the economic impact,1549
fewer vehicle purchases,mobility,we estimated the cost savings associated with switching at different annual mileage totals and aggregated across the proportion of consumers falling in each bucket,1550
commercial parking,commercial parking,reduced parking cost,1551
parking,searching,time savings from parking ( time savings,1552
developed and developing regions,applying the time value for developed and developing regions,applying the time value for developed and developing regions yields the total value at stake,1553
parking,parking,reduced fuel cost from parking ( cost savings,1554
parking,public benefit,reduced pollution from parking,1555
parking searches,parking searches,estimate the carbon dioxide emissions from parking searches,1556
rides,time savings,time savings,1557
developed and developing regions,time value,applying,1558
accidents,public benefit,reduced number of accidents ( public benefit,1559
mobility services,mobility services,"reduction in accident rates from mobility services , combined with estimated costs per accident , to determine associated savings",1560
technical,technical,technical,1561
radical personalization,radical personalization,radical personalization,1562
health risks and adherence,assessing health risks and adherence,improve treatment efficacy,1563
iot technologies,iot technologies,sized the total across countries,1564
improve overall wellness through tailored programs,tailored programs,improve overall wellness,1565
who,who recommendation of three times gdp per capita,assumed impact $ / daly,1566
complications and reduce hospital,proactive risk assessment,proactive risk assessment to anticipate complications and reduce hospital,1567
united states and the united kingdom,hospital expenditures only,to size the percentage of total hospital care that could be avoided,1568
pricing,direct patients to the highest - value care to reduce costs,direct patients to the highest - value care to reduce costs,1569
private insurers,"pricing transparency on consumer choice and overall cost savings . given these percentages , we developed low and high estimates for impact from pricing transparency . we then applied these impacts to the share of national health - care costs paid by private insurers",pricing transparency on consumer choice and overall cost savings,1570
deliver the right treatment and optimize the dose,deliver the right treatment and optimize the dose,deliver the right treatment and optimize the dose,1571
precision medicine and treatment selection,precision medicine and treatment selection,proxy for precision medicine and treatment selection,1572
companion diagnostics,precision medicine,eliminate treatments that are ineffective for that individual,1573
"life , business , and the global economy",disruptive technologies,"advances that will transform life , business , and the global economy",1574
institute,institute,institute,1575
data and analytics and how much from digital,automating business support functions,improved,1576
developed and emerging markets,"productivity gains that impact cost . for cost baseline numbers of the industry , we use the mckinsey panorama global banking","to convert the single bank view into global value creation potential , we first leave out the revenue levers that are shifting value among players and then convert the remaining value - creating revenue levers into productivity gains that impact cost",1577
automation potential of machine learning,machine learning,identifying,1578
12,industry - specific,"to determine where machine learning is most relevant , we began by collecting as many possible use cases as we could across 12 industry groupings . this use - case driven approach ensured that our perspective on machine learning was grounded in actual industry - specific applications and could be categorized or grouped across industries",1579
50 industry experts,machine learning,recurring,1580
300,machine learning,machine learning,1581
use cases,use cases,estimated the value potential,1582
technical,technical,technical,1583
media and predictive maintenance in energy,radical personalization in media and predictive maintenance in energy,broad potential for different use case types across industries,1584
impact,impact potential low,impact potential low,1585
high,high,high,1586
d,what kind of application ? [SEP],d,1587
s,s,what is main idea ? [SEP],1588
[SEP],what kind of application ? [SEP],what is main idea ? [SEP],1589
i,what kind of application ? [SEP],i,1590
l,l,what is main idea ? [SEP],1591
[SEP],what kind of application ? [SEP],what is main idea ? [SEP],1592
a,a,a,1593
m,m,m,1594
l,l,what is main idea ? [SEP],1595
e,what kind of application ? [SEP],what is main idea ? [SEP],1596
l,l,what is main idea ? [SEP],1597
[SEP],what kind of application ? [SEP],what is main idea ? [SEP],1598
c,c,what is main idea ? [SEP],1599
[SEP],what kind of application ? [SEP],what is main idea ? [SEP],1600
[SEP],what kind of application ? [SEP],what is main idea ? [SEP],1601
b,b,b,1602
c,c,c,1603
exhibit,exhibit,exhibit,1604
industries,case types,machine learning has great impact potential,1605
[CLS],what kind of application ? [SEP],what is main idea ? [SEP],1606
l,l,what is main idea ? [SEP],1607
a m r a h p,a,a,1608
a,a c,a,1609
i,what kind of application ? [SEP],i,1610
g,g,g,1611
e,e,what is main idea ? [SEP],1612
i,what kind of application ? [SEP],i,1613
r e m u s n o c,what kind of application ? [SEP],r,1614
e,what kind of application ? [SEP],e,1615
[SEP],what kind of application ? [SEP],what is main idea ? [SEP],1616
e,e,e,1617
y,y,y,1618
e r a c h t l,e,e,1619
a,a,a,1620
real - time optimization strategic optimization predictive analytics predictive maintenance,predictive analytics,real - time optimization,1621
forecasting,forecasting,forecasting,1622
process unstructured data,process unstructured data,process unstructured data,1623
mc,analysis,analysis,1624
data richness available for each of the 300 total use cases,use cases,data richness,1625
algorithms,algorithms,higher volumes of data mean more data points for the algorithms,1626
volume,deep learning,"the more data there are , the more beneficial it is for deep learning",1627
variety of data : in addition to volume,variety of data,variety of data,1628
scientific / engineering,transactions,"greater the variety , the easier it is for algorithms to learn",1629
data,data richness,data richness,1630
data,data,data richness,1631
high,high,high,1632
d,what kind of application ? [SEP],d,1633
s,s,what is main idea ? [SEP],1634
[SEP],what kind of application ? [SEP],what is main idea ? [SEP],1635
i,what kind of application ? [SEP],i,1636
l,l,what is main idea ? [SEP],1637
[SEP],what kind of application ? [SEP],what is main idea ? [SEP],1638
a,a,a,1639
m,m,m,1640
l,l,what is main idea ? [SEP],1641
e,what kind of application ? [SEP],what is main idea ? [SEP],1642
l,l,what is main idea ? [SEP],1643
[SEP],what kind of application ? [SEP],what is main idea ? [SEP],1644
c,c,what is main idea ? [SEP],1645
[SEP],what kind of application ? [SEP],what is main idea ? [SEP],1646
[SEP],what kind of application ? [SEP],what is main idea ? [SEP],1647
b,b,b,1648
c,c,c,1649
exhibit,exhibit,exhibit,1650
rich data,rich data,rich data,1651
[CLS],what kind of application ? [SEP],what is main idea ? [SEP],1652
l,l,what is main idea ? [SEP],1653
a m r a h p,a,a,1654
a,a c,a,1655
i,what kind of application ? [SEP],i,1656
g,g,g,1657
e,e,what is main idea ? [SEP],1658
i,what kind of application ? [SEP],i,1659
r e m u s n o c,what kind of application ? [SEP],r,1660
e,what kind of application ? [SEP],e,1661
[SEP],what kind of application ? [SEP],what is main idea ? [SEP],1662
e,e,e,1663
y,y,y,1664
e r a c h t l,e,e,1665
a,a,a,1666
real - time optimization strategic optimization predictive analytics predictive maintenance,predictive analytics,real - time optimization,1667
forecasting,forecasting,forecasting,1668
process unstructured data,process unstructured data,process unstructured data,1669
mc,analysis,analysis,1670
impact and data,use cases,"impact and data richness scoring . for each industry group , we list the top ten use cases",1671
technical,technical,technical,1672
exhibit,exhibit,exhibit,1673
automotive,machine learning,machine learning,1674
roads and obstructions in real - time for autonomous driving,autonomous driving,autonomous driving,1675
use case type process unstructured data,use case type,use case type process unstructured data,1676
impact,impact,impact,1677
data richness,data richness,data richness,1678
vehicle components,predict failure and recommend proactive maintenance,predict failure and recommend proactive maintenance,1679
predictive maintenance,predictive maintenance,predictive maintenance,1680
bottlenecks and cycle time,optimize manufacturing process in real time,optimize manufacturing process in real time — determine where to dedicate resources to reduce bottlenecks and cycle time,1681
operations / logistics optimization,operations / logistics optimization,operations / logistics optimization,1682
optimize lane choices and path routing,optimize lane choices and path routing based on multi - modal data,reduce length of trip,1683
operations / logistics optimization,operations / logistics optimization,operations / logistics optimization,1684
services and features,complex voice commands,recognize complex voice commands to access greater variety of services and features,1685
process unstructured data,process unstructured data,process unstructured data,1686
"component testing , track testing",predict outcomes using fewer experiments to reduce experimental r & d costs,predict outcomes using fewer experiments to reduce experimental r & d costs,1687
forecasting,forecasting,forecasting,1688
discover anomalies across fleet of vehicle sensor data to identify potential failure risks and pre - empt recalls,discover anomalies across fleet of vehicle sensor data to identify potential failure risks and pre - empt recalls,discover anomalies across fleet of vehicle sensor data to identify potential failure risks and pre - empt recalls,1689
discover new trends / anomalies,discover new trends,discover new trends / anomalies,1690
marketing,aggregate marketing,optimize aggregate marketing mix and marketing spend,1691
price and product optimization,price and product optimization,price and product optimization,1692
recommending local attractions or shops for proactive maintenance,"personalize in - vehicle recommendations based on location data and passenger preferences ( e . g . , recommending local attractions or shops for proactive maintenance",recommending local attractions or shops for proactive maintenance,1693
radical personalization,radical personalization,radical personalization,1694
market potential for new product innovation,predict market potential for new product innovation,predict market potential for new product innovation,1695
forecasting,forecasting,forecasting,1696
mc,analysis,analysis,1697
exhibit,exhibit,exhibit,1698
manufacturing,machine learning,machine learning,1699
production and moving equipment,proactive maintenance,predict failure and recommend proactive maintenance,1700
maintenance,predictive maintenance,predictive maintenance,1701
bottlenecks and cycle time,optimize complex manufacturing process in real time,optimize complex manufacturing process in real time — determine where to dedicate resources to reduce bottlenecks and cycle time,1702
operations / logistics optimization,operations / logistics optimization,operations / logistics optimization,1703
impact,impact,impact,1704
data richness,data richness,data richness,1705
predict future demand trends and potential constraints in supply chain,predict future demand trends and potential constraints in supply chain,predict future demand trends and potential constraints in supply chain,1706
forecasting,forecasting,forecasting,1707
identify design problems in pre - production,"identify design problems in pre - production to reduce ramp - up time to maximum output ( i . e . , yield ramp",identify design problems in pre - production to reduce ramp - up time to maximum output,1708
predictive analytics,predictive analytics,predictive analytics,1709
manufacturing,manufacturing,identify root causes for low product yield,1710
discover new trends / anomalies,discover new trends,discover new trends / anomalies,1711
production,detect defects and quality issues during production using visual and other data,detect defects and quality issues,1712
process unstructured data,process unstructured data,process unstructured data,1713
r & d and manufacturing,optimize resource allocation,optimize resource allocation,1714
r & d,process / operations,optimize r & d experimental efficiency,1715
manufacturing,"determine root causes for quality issues developed outside of manufacturing ( e . g . , during delivery , in supply chain",determine root causes for quality issues developed outside of manufacturing,1716
r & d and testing,r & d and testing,identify critical factors to reduce number of required experiments,1717
mc,analysis,analysis,1718
resource allocation,resource allocation,resource allocation,1719
operations / logistics optimization,operations / logistics optimization,operations / logistics optimization,1720
discover new trends / anomalies,discover new trends,discover new trends / anomalies,1721
predictive analytics,predictive analytics,predictive analytics,1722
technical,technical,technical,1723
exhibit,exhibit,exhibit,1724
consumer products,machine learning,machine learning,1725
use,use cases,optimize in - store product assortment to maximize sales,1726
price and product optimization,use case type price and product optimization,price and product optimization,1727
product recommendations and advertising,personalize product recommendations and advertising,personalize product recommendations and advertising to target individual consumers,1728
radical personalization,radical personalization,radical personalization,1729
"logistics , procurement timing , and inventory distribution","optimize logistics , procurement timing , and inventory distribution across warehouses / stores","optimize logistics , procurement timing , and inventory distribution across warehouses / stores",1730
operations / logistics optimization,operations / logistics optimization,operations / logistics optimization,1731
sales / demand,predict hyperregional sales / demand trends using real - time data,predict hyperregional sales / demand trends,1732
forecasting,forecasting,forecasting,1733
market potential for new product innovation,predict market potential for new product innovation,predict market potential for new product innovation,1734
price and product optimization,price and product optimization,price and product optimization,1735
marketing,aggregate marketing,optimize aggregate marketing mix and marketing spend,1736
price and product optimization,price and product optimization,price and product optimization,1737
auditing or market research,auditing or market research,"classify visual features from in - store video to collect data on product placement , product touches , and other key performance indicators for use in auditing or market research",1738
process unstructured data,process unstructured data,process unstructured data,1739
predict risk of individual employee churn,recommend solutions,predict risk of individual employee churn and recommend solutions,1740
predictive maintenance,predictive maintenance,predictive maintenance,1741
"customer preferences , audio data ) to increase customer satisfaction and reduce handling costs",route call - center cases,increase customer satisfaction and reduce handling costs,1742
predictive analytics,predictive analytics,predictive analytics,1743
write product descriptions and ads,write product descriptions and ads,write product descriptions and ads,1744
price and product optimization,price and product optimization,price and product optimization,1745
mc,analysis,analysis,1746
impact,impact,impact,1747
data richness,data richness,data richness,1748
exhibit,exhibit,exhibit,1749
finance,machine learning,machine learning,1750
"mobile , social media , location",use cases,personalize product offerings to target individual consumers,1751
personalization,radical personalization,radical personalization,1752
impact,impact,impact,1753
data richness,data richness,data richness,1754
customer transactions and other relevant data,identify fraudulent activity,identify fraudulent activity,1755
discover new trends / anomalies,discover new trends,discover new trends / anomalies,1756
customer credit risk using application and other relevant data for less biased real - time underwriting,real - time underwriting,evaluate customer credit risk using application and other relevant data for less biased real - time underwriting decisions,1757
predictive analytics,predictive analytics,predictive analytics,1758
customers / clients,renegotiation strategy,predict risk of churn for individual customers / clients and recommend renegotiation strategy,1759
predictive maintenance,predictive maintenance,predictive maintenance,1760
risk modeling and stress testing,risk modeling and stress testing,discover new complex interactions in the financial system to support better risk modeling and stress testing,1761
discover new trends / anomalies,discover new trends,discover new trends / anomalies,1762
maintenance,proactive maintenance strategies,predict risk of loan delinquency and recommend proactive maintenance strategies,1763
predictive analytics,predictive analytics,predictive analytics,1764
"social media , video feeds","predict asset price movements based on greater quantities of data ( e . g . , social media , video feeds ) to inform trading strategies","predict asset price movements based on greater quantities of data ( e . g . , social media , video feeds ) to inform trading strategies",1765
forecasting,forecasting,forecasting,1766
labor staffing and distribution,optimize labor staffing and distribution to reduce operational costs,optimize labor staffing and distribution to reduce operational costs,1767
resource allocation,resource allocation,resource allocation,1768
"customer preferences , audio data ) to increase customer satisfaction and reduce handling costs",route call - center cases,increase customer satisfaction and reduce handling costs,1769
"social data , transactions",optimize branch / atm network,optimize branch / atm network,1770
predictive analytics,predictive analytics,predictive analytics,1771
resource allocation,resource allocation,resource allocation,1772
mc,analysis,analysis,1773
technical,technical,technical,1774
exhibit,exhibit,exhibit,1775
agriculture,machine learning,machine learning,1776
individual plot characteristics and relevant real - time data,use cases,growing techniques,1777
personalization,radical personalization,radical personalization,1778
"market , weather",real time,optimize pricing,1779
price and product optimization,price and product optimization,price and product optimization,1780
farming or production,predict yield for farming or production,predict yield,1781
forecasting,forecasting,forecasting,1782
new crop testing,predict real - world results from fewer experiments to reduce experimental r & d costs,predict real - world results from fewer experiments to reduce experimental r & d costs,1783
price and product optimization,price and product optimization,price and product optimization,1784
"crops , weather / soil trends , and other data",predict new high - value crop strains,predict new high - value crop strains,1785
price and product optimization,price and product optimization,price and product optimization,1786
production,predict product demand trends,predict product demand trends to inform production decisions,1787
forecasting,forecasting,forecasting,1788
impact,impact,impact,1789
data richness,data richness,data richness,1790
bottlenecks and cycle time,optimize production process in real time,optimize production process in real time,1791
operations / logistics optimization,operations / logistics optimization,operations / logistics optimization,1792
farming and production equipment,proactive maintenance,predict failure and recommend proactive maintenance,1793
predictive maintenance,predictive maintenance,predictive maintenance,1794
farm,aerial video,construct detailed map of farm characteristics,1795
process unstructured data,process unstructured data,process unstructured data,1796
suppliers and locations,purchasing,optimize purchasing mix,1797
resource allocation,resource allocation,resource allocation,1798
mc,analysis,analysis,1799
exhibit,exhibit,exhibit,1800
energy,machine learning,machine learning,1801
"mining , drilling , power generation , and moving equipment",proactive maintenance,predict failure and recommend proactive maintenance,1802
maintenance,predictive maintenance,predictive maintenance,1803
impact,impact,impact,1804
data richness,data richness,data richness,1805
cost and human error,replicate human - made decisions in control room environments,replicate human - made decisions in control room environments to reduce cost and human error,1806
predictive analytics,predictive analytics,predictive analytics,1807
power plants,optimize energy scheduling / dispatch,optimize energy scheduling / dispatch of power plants,1808
operations / logistics optimization,operations / logistics optimization,operations / logistics optimization,1809
refining and similar processes,optimize blend and timing of raw materials in refining and similar processes,optimize blend and timing of raw materials,1810
resource allocation,resource allocation,resource allocation,1811
"drilling samples , past sites , and other data",optimize mine plans,optimize mine plans,1812
resource allocation,resource allocation,resource allocation,1813
energy,predict energy demand trends based on multi - modal data,predict energy demand trends,1814
forecasting,forecasting,forecasting,1815
aggregate pricing and promotional targeting,optimize aggregate pricing and promotional targeting,optimize aggregate pricing and promotional targeting to energy customers,1816
price and product optimization,price and product optimization,price and product optimization,1817
drilling,exploratory drilling,interpolate ground composition to reduce necessary exploratory drilling samples,1818
forecasting,forecasting,forecasting,1819
individual customers,predict lifetime value and risk of churn for individual customers,predict lifetime value and risk of churn for individual customers,1820
predictive analytics,predictive analytics,predictive analytics,1821
power generation,optimize specifications,optimize specifications in construction for power generation equipment,1822
resource allocation,resource allocation,resource allocation,1823
mc,analysis,analysis,1824
technical,technical,technical,1825
exhibit,exhibit,exhibit,1826
health care,machine learning,machine learning,1827
"scans , biopsies , audio , and other data",survey,diagnose known diseases,1828
predict,predictive analytics,predictive analytics,1829
impact,impact,impact,1830
data richness,data richness,data richness,1831
personalized health outcomes,predict personalized health outcomes to optimize recommended treatment,predict personalized health outcomes to optimize recommended treatment,1832
radical personalization,radical personalization,radical personalization,1833
labor staffing and resource allocation,optimize labor staffing and resource allocation to reduce bottlenecks,optimize labor staffing and resource allocation to reduce bottlenecks,1834
resource allocation,resource allocation,resource allocation,1835
clinical and operations,clinical,"identify fraud , waste , and abuse patterns",1836
discover new trends / anomalies,discover new trends,discover new trends / anomalies,1837
historical and real - time data,predict individual hospital admission rates using historical and real - time data,predict individual hospital admission rates,1838
forecasting,forecasting,forecasting,1839
"patient data , audio , and video","triage patient cases during hospital admission using patient data , audio , and video",triage,1840
predictive analytics,predictive analytics,predictive analytics,1841
personalize messaging and approach,personalize messaging and approach,improve wellness and adherence,1842
radical personalization,radical personalization,radical personalization,1843
evaluate doctor performance and provide outcome - improving feedback,evaluate doctor performance and provide outcome - improving feedback,evaluate doctor performance and provide outcome - improving feedback,1844
predictive analytics,predictive analytics,predictive analytics,1845
detect major trauma events from wearables sensor data and signal emergency response,emergency response,detect major trauma events from wearables sensor data and signal emergency response,1846
process unstructured data,process unstructured data,process unstructured data,1847
individual customers,predict lifetime value and risk of churn for individual customers,predict lifetime value and risk of churn for individual customers,1848
predictive analytics,predictive analytics,predictive analytics,1849
mc,analysis,analysis,1850
exhibit,exhibit,exhibit,1851
pharmaceuticals,machine learning,machine learning,1852
label writing and patient selection,clinical trials,optimize design of clinical trials,1853
animal testing,"predict outcomes from fewer or diverse ( e . g . , animal testing ) experiments to reduce experimental r & d costs and time to market","predict outcomes from fewer or diverse ( e . g . , animal testing ) experiments to reduce experimental r & d costs and time to market",1854
predict risk of individual patient churn and optimal corrective strategy to maintain adherence,corrective strategy,predict risk of individual patient churn and optimal corrective strategy to maintain adherence,1855
price and product optimization,use case type price and product optimization,price and product optimization,1856
predictive analytics,predictive analytics,predictive analytics,1857
predictive analytics,predictive analytics,predictive analytics,1858
patient subgroups that are underserved,recommend mitigation strategy,recommend mitigation strategy,1859
discover new trends / anomalies,discover new trends,discover new trends / anomalies,1860
drug development,optimize resource allocation,optimize resource allocation,1861
resource allocation,resource allocation,resource allocation,1862
marketing / product mix,identify high - value providers and target marketing / product mix,identify high - value providers and target marketing / product mix,1863
price and product optimization,price and product optimization,price and product optimization,1864
product launch,product launch,optimize product launch strategy,1865
price and product optimization,price and product optimization,price and product optimization,1866
label,alternative,"discover new alternative applications for developed drugs ( i . e . , label expansion",1867
discover new trends / anomalies,discover new trends,discover new trends / anomalies,1868
product demand and relevant health trends,predict hyperregional product demand and relevant health trends,predict hyperregional product demand and relevant health trends,1869
forecasting,forecasting,forecasting,1870
pricing,pricing,optimize pricing strategy,1871
price and product optimization,price and product optimization,price and product optimization,1872
mc,analysis,analysis,1873
impact,impact,impact,1874
data richness,data richness,data richness,1875
technical,technical,technical,1876
exhibit,exhibit,exhibit,1877
public and social sector,machine learning,machine learning,1878
"reduce traffic , minimize pollution",optimize public resource allocation for urban development to improve quality of life,improve quality of life,1879
resource,use case type resource allocation,resource allocation,1880
impact,impact,impact,1881
data richness,data richness,data richness,1882
housing,optimize public policy decisions,optimize public policy decisions,1883
predictive analytics,predictive analytics,predictive analytics,1884
"mobile , social media , location , etc .",mobile,personalize public services to target individual citizens based on multi - modal data,1885
radical personalization,radical personalization,radical personalization,1886
"applications , permitting , tax auditing",permitting,replicate back - office decision processes,1887
predictive analytics,predictive analytics,predictive analytics,1888
defense,"procurement strategy to reduce costs for large government agencies ( e . g . , defense",optimize procurement strategy to reduce costs,1889
resource allocation,resource allocation,resource allocation,1890
proprietary,forecast macroeconomic variables based on vast government - proprietary and public data,forecast macroeconomic variables,1891
forecasting,forecasting,forecasting,1892
educational and career,individualized educational and career paths,predict individualized educational and career paths to maximize engagement and success,1893
radical personalization,radical personalization,radical personalization,1894
"military , infrastructure",recommend proactive maintenance,"predict risk of failure for physical assets ( e . g . , military , infrastructure ) and recommend proactive maintenance",1895
predictive maintenance,predictive maintenance,predictive maintenance,1896
publicly provided services,optimize labor allocation,optimize labor allocation,1897
resource allocation,resource allocation,resource allocation,1898
government provided goods and services,optimize pricing,optimize pricing,1899
price and product optimization,price and product optimization,price and product optimization,1900
"crime data , intelligence data , and other available sources ( e . g . , predictive policing",predictive policing,"predict risk of illicit activity or terrorism using historical crime data , intelligence data , and other available sources ( e . g . , predictive policing",1901
predictive analytics,predictive analytics,predictive analytics,1902
mc,analysis,analysis,1903
impact,impact,impact,1904
data richness,data richness,data richness,1905
exhibit,exhibit,exhibit,1906
media,machine learning,machine learning,1907
"mobile , social media , location",use cases,personalize advertising and recommendations to target individual consumers,1908
personalization,radical personalization,radical personalization,1909
"consumption patterns ( e . g . , viral content",viral content,discover new trends in consumption patterns,1910
discover new trends / anomalies,discover new trends,discover new trends / anomalies,1911
services / offerings,optimize pricing,optimize pricing,1912
price and product optimization,price and product optimization,price and product optimization,1913
"mobile , social media , past productions",mobile,predict viewership for new content,1914
predictive analytics,predictive analytics,predictive analytics,1915
customer,multimodal,predict risk of individual customer churn based on multimodal data,1916
predictive analytics,predictive analytics,predictive analytics,1917
marketing,aggregate marketing,optimize aggregate marketing mix and marketing spend,1918
price and product optimization,price and product optimization,price and product optimization,1919
media content,"identify relevant features ( e . g . , copyright infringement , audience suitability ) in media content",identify relevant features,1920
process unstructured data,process unstructured data,process unstructured data,1921
"internal and external data ( press releases , etc . ) for b2b customers","identify high - value leads by combining internal and external data ( press releases , etc . ) for b2b customers","identify high - value leads by combining internal and external data ( press releases , etc . ) for b2b customers",1922
discover new trends / anomalies,discover new trends,discover new trends / anomalies,1923
current and future loads,optimize resource allocation,optimize resource allocation,1924
resource allocation,resource allocation,resource allocation,1925
release dates and regional targeting,optimize release dates and regional targeting for film rollouts,optimize release dates and regional targeting for film rollouts,1926
price and product optimization,price and product optimization,price and product optimization,1927
mc,analysis,analysis,1928
technical,technical,technical,1929
exhibit,exhibit,exhibit,1930
telecom,machine learning,machine learning,1931
"use cases , based on survey responses predict lifetime value and risk of churn for individual customers",use cases,predict lifetime value and risk of churn for individual customers,1932
predict,predictive analytics,predictive analytics,1933
impact,impact,impact,1934
data richness,data richness,data richness,1935
cape,optimize capex investment,optimize capex investment,1936
resource allocation,resource allocation,resource allocation,1937
"mobile , social media , location , etc .",mobile,personalize strategy to target individual consumers based on multi - modal data,1938
radical personalization,radical personalization,radical personalization,1939
call - center routing for individual calls,call - center routing for individual calls,optimize call - center routing,1940
predictive analytics,predictive analytics,predictive analytics,1941
mobile data and other relevant data,mobile,discover new trends in consumer behavior,1942
discover new trends / anomalies,discover new trends,discover new trends / anomalies,1943
"fixed ( substations , poles ) and moving equipment",predict failure and recommend proactive maintenance,predict failure and recommend proactive maintenance,1944
predictive maintenance,predictive maintenance,predictive maintenance,1945
micro - campaigns and short - term promotions,micro - campaigns,optimize micro - campaigns and short - term promotions,1946
price and product optimization,price and product optimization,price and product optimization,1947
voice / data / other traffic,predict regional demand trends,predict regional demand trends,1948
forecasting,forecasting,forecasting,1949
financial planning and other costly back - office functions,replicate financial planning,replicate financial planning and other costly back - office functions,1950
predictive analytics,predictive analytics,predictive analytics,1951
labor,optimize field - force labor allocation,optimize field - force labor allocation,1952
resource allocation,resource allocation,resource allocation,1953
mc,analysis,analysis,1954
exhibit,exhibit,exhibit,1955
"transport , travel , and logistics",machine learning,machine learning,1956
"airlines , less than truckload shipping , mobility services",use cases,optimize pricing and scheduling based on real - time demand updates,1957
price and product optimization,use case type price and product optimization,price and product optimization,1958
impact,impact,impact,1959
data richness,data richness,data richness,1960
"planes , trucks , and other moving equipment",proactive maintenance,predict failure and recommend proactive maintenance,1961
predictive maintenance,predictive maintenance,predictive maintenance,1962
"airlines , logistics",routing in real time,optimize routing in real time,1963
operations / logistics optimization,operations / logistics optimization,operations / logistics optimization,1964
staffing levels and asset placement,real time,optimize staffing levels and asset placement in real time,1965
operations / logistics optimization,operations / logistics optimization,operations / logistics optimization,1966
loyalty programs and promotional offerings,personalize loyalty programs,personalize loyalty programs,1967
radical personalization,radical personalization,radical personalization,1968
product recommendations to target individual consumers,personalize product recommendations,personalize product recommendations,1969
radical personalization,radical personalization,radical personalization,1970
sales / demand,predict hyperregional sales / demand trends,predict hyperregional sales / demand trends,1971
forecasting,forecasting,forecasting,1972
performance and risk,identify performance and risk for drivers / pilots through driving patterns and other data,identify performance and risk,1973
predictive analytics,predictive analytics,predictive analytics,1974
individual customers,predict lifetime value and risk of churn for individual customers,predict lifetime value and risk of churn for individual customers,1975
predictive analytics,predictive analytics,predictive analytics,1976
mail / parcel sorting,read addresses / bar codes in mail / parcel sorting machines,improve efficiency and reduce human error,1977
process unstructured data,process unstructured data,process unstructured data,1978
mc,analysis,analysis,1979
technical,technical,technical,1980
detailed work activities to determine which work activities could be performed by or affected by deep learning,deep learning,to determine which work activities could be performed by or affected by deep learning,1981
"natural language understanding , sensory perception , generating novel patterns / categories , social and emotional sensing , recognizing known patterns / categories , optimization and planning , and natural language generation","deep learning , in that these are capabilities deep learning is well suited to implement ( exhibit a20 ) . for example , deep learning networks have dramatically improved the ability of machines to recognize images , which is a form of sensory perception",deep learning networks have dramatically improved the ability of machines to recognize images,1982
exhibit,exhibit,exhibit,1983
work,work activities,deep learning,1984
occupations,occupations,occupations,1985
activities,activities,activities,1986
capability,capability requirements,capability requirements,1987
capabilities,deep learning,deep,1988
social ▪ social and emotional sensing ▪ social and emotional reasoning ▪ emotional and social output,social ▪ social and emotional sensing ▪ social and emotional reasoning,reasoning,1989
retail salespeople,retail sales,retail,1990
food and beverage,food and beverage service,food and beverage,1991
teachers,teachers,teachers,1992
health practitioners,health practitioners,health,1993
occupations,occupations,occupations,1994
greet customers,greet customers,greet customers,1995
products and services,answer questions,answer questions about products and services,1996
clean and maintain work areas,clean and maintain work areas,clean and maintain work areas,1997
product,product,demonstrate product features,1998
process sales and transactions,process sales and transactions,process sales and transactions,1999
activities,activities,what is main idea ? [SEP],2000
cognitive ▪ understanding natural language ▪ generating natural language ▪ retrieving information,cognitive,understanding natural language,2001
categories,supervised learning,categories,2002
opt,logical reasoning / problem - solving,creativity,2003
physical ▪ sensory perception ▪ fine motor skills / dexterity ▪ gross motor skills ▪ navigation ▪ mobility,mobility,navigation ▪ mobility,2004
"retail worker only , we analyzed some 2 , 000 activities across all occupations","retail worker only , we analyzed some 2 , 000 activities across all occupations",activities performed by a retail worker,2005
mc,analysis,analysis,2006
[SEP],duplicate,what is main idea ? [SEP],2007
occupations,deep learning,we are able to quantify the potential wage impact of deep learning by linking the dwas to the occupations that require them,2008
impact,d,summarize the impact,2009
technical,technical,technical,2010
bibliography,bibliography,bibliography,2011
[SEP],what kind of application ? [SEP],what is main idea ? [SEP],2012
health care quality and medical errors,economics,economics of health care quality and medical errors,2013
b,b,what is main idea ? [SEP],2014
digital,digital,the digital utility,2015
"big data , big bang","big data , big bang ? ” journal of big data","big data , big bang",2016
big data,big data,getting a better read on performance,2017
marketing,marketing analytics,marketing,2018
c,c,what is main idea ? [SEP],2019
health information technology,electronic health record systems,adoption of electronic health record systems,2020
hyperscale businesses,hyperscale,competition at the digital edge : ‘ hyperscale businesses,2021
workplace automation,automation,workplace automation,2022
[SEP],what kind of application ? [SEP],what is main idea ? [SEP],2023
"ride - sharing , fatal crashes , and crime",ride - sharing,ride - sharing,2024
public - sector digitization,digitization,public - sector digitization,2025
"discovery health , sustainable development",sustainable development,sustainable development,2026
[SEP],what kind of application ? [SEP],what is main idea ? [SEP],2027
mobility,mobility,networked society,2028
g,g,what is main idea ? [SEP],2029
digital,digital,the digital universe,2030
inn,inn,discovery keeps innovating,2031
ride sharing and alcohol,"empirical investigation of ride sharing and alcohol related motor vehicle homicide , temple university , fox school of business research",ride sharing and alcohol related motor vehicle homicide,2032
[SEP],what kind of application ? [SEP],what is main idea ? [SEP],2033
"store , communicate , and compute information",compute information,"the world ’ s technology capacity to store , communicate , and compute information",2034
[SEP],what kind of application ? [SEP],what is main idea ? [SEP],2035
